,sentence,foodlist
32600,어제 점심으로 볶음밥을 쪼금 먹을게,['볶음밥']
32601,익일 2시에 족발 보쌈이랑 알리오올리오를 살짝,"['족발 보쌈', '알리오올리오']"
32602,금일 식사로는 5시에 토마토 파스타랑 쌀밥 토마토를 조금 먹음,"['토마토 파스타', '쌀밥', '토마토']"
32603,오늘 식사는 11시에 된장 라면과 순두부찌개를 없음 먹음,"['된장 라면', '순두부찌개']"
32604,오늘 아침에 보쌈과 라면을 빨리,"['보쌈', '라면']"
32605,"금일 저녁에 떡만두국, 총각 김치를 맛있게 먹을것 같아","['떡만두국', '총각 김치']"
32606,내일 식사는 6시에 스테이크 김치찌개를 적당히 먹었다,"['스테이크', '김치찌개']"
32607,"내일 식사로는 7시에 한우, 족발 보쌈을 쪼금 먹을것임","['한우', '족발 보쌈']"
32608,내일 식사는 4시에 배추 돈까스를 쪼금 먹었어,"['배추', '돈까스']"
32609,그저께 점심에 순두부찌개랑 소고기를 급하게 먹을게,"['순두부찌개', '소고기']"
32610,그저께 7시에 족발 보쌈을 쪼금 먹을것 같아,['족발 보쌈']
32611,"금일 식사로는 아침에 간짜장, 짜장면을 조금만 먹었어","['간짜장', '짜장면']"
32612,"익일 피자, 간짜장을 없음 먹음","['피자', '간짜장']"
32613,어제 점심으로 소고기와 된장 라면을 쪼금 먹었어,"['소고기', '된장 라면']"
32614,보쌈과 총각 김치를 살짝 먹을것임,"['보쌈', '총각 김치']"
32615,오늘 식사는 오전에 된장찌개랑 한우를 살짝 먹을꺼야,"['된장찌개', '한우']"
32616,익일 식사로는 점심으로 삼겹살과 배추를 없음,"['삼겹살', '배추']"
32617,금일 식사는 아침에 수육 나시고랭을 없음 먹었네,"['수육', '나시고랭']"
32618,익일 식사는 아침으로 보쌈과 쌀밥을 적당히,"['보쌈', '쌀밥']"
32619,내일 식사로는 1시에 볶음밥과 떡을 빨리 먹었네,"['볶음밥', '떡']"
32620,어제 5시에 쌀밥 된장 라면을 적당히 먹었어,"['쌀밥', '된장 라면']"
32621,내일 식사는 오전에 소고기 비빔밥과 김치찜을 많이 먹었네,"['소고기 비빔밥', '김치찜']"
32622,오늘 점심에 보쌈하고 스테이크를 없음 먹을게,"['보쌈', '스테이크']"
32623,익일 식사는 간식으로 돈까스 만두국을,"['돈까스', '만두국']"
32624,내일 식사로는 밥 제육볶음하고 토마토를 적정량 먹음,"['밥', '제육볶음', '토마토']"
32625,"일일 아침으로 제육볶음, 피자를 살짝 먹을것 같아","['제육볶음', '피자']"
32626,그저께 간식으로 로제 파스타와 팟타이를 급하게 먹음,"['로제 파스타', '팟타이']"
32627,익일 식사는 점심에 떡만두국하고 족발을 많이 먹을꺼야,"['떡만두국', '족발']"
32628,"익일 식사는 간식으로 토마토, 떡을 맛있게 먹을꺼야","['토마토', '떡']"
32629,4시에 토마토 샐러드를 조금 먹었네,['토마토 샐러드']
32630,"일일 간식으로 라면, 짜장면이랑 콩밥하고 간짜장, 간짜장면을 살짝 먹을것 같아","['라면', '짜장면', '콩밥', '간짜장', '간짜장면']"
32631,"금일 식사는 11시에 떡, 피자 토마토를 적당히 먹을것 같아","['떡', '피자', '토마토']"
32632,오늘 6시에 알리오올리오랑 돈까스를 적정량 먹었네,"['알리오올리오', '돈까스']"
32633,"내일 모레 저녁으로 갈비탕, 한우를 적당히 먹을꺼야","['갈비탕', '한우']"
32634,"오늘 식사로는 아침에 순두부찌개, 냉면을 먹을것 같아","['순두부찌개', '냉면']"
32635,금일 식사로는 1시에 배추 김치랑 라면을 먹음,"['배추 김치', '라면']"
32636,내일 식사로는 2시에 떡이랑 나시고랭을 급하게 먹었네,"['떡', '나시고랭']"
32637,익일 오후에 간짜장면과 김치를 먹었다,"['간짜장면', '김치']"
32638,"익일 식사로는 오전에 탕수육, 라면을 급하게 먹었네","['탕수육', '라면']"
32639,금일 식사는 10시에 밥 김치찌개를 조금만 먹었네,"['밥', '김치찌개']"
32640,"익일 식사로는 4시에 팟타이, 소고기를 없음 먹었네","['팟타이', '소고기']"
32641,익일 식사는 아침으로 돈까스 김치를 맛있게,"['돈까스', '김치']"
32642,익일 식사는 간식으로 족발 보쌈과 오복쟁반을 살짝 먹었네,"['족발 보쌈', '오복쟁반']"
32643,"오늘 5시에 배추 된장국, 쌀밥을 조금 먹을꺼야","['배추 된장국', '쌀밥']"
32644,"오늘 식사는 점심으로 배추 김치, 토마토 파스타를 많이 먹음","['배추 김치', '토마토 파스타']"
32645,금일 식사로는 점심에 소고기 비빔밥과 토마토 파스타를 적당히 먹을것임,"['소고기 비빔밥', '토마토 파스타']"
32646,"그저께 간식으로 탕수육, 배추를 급하게 먹었다","['탕수육', '배추']"
32647,익일 저녁에 배추 된장국하고 밥을 없음 먹을게,"['배추 된장국', '밥']"
32648,어제 아침에 수육 김치를 쪼금 먹었네,"['수육', '김치']"
32649,금일 11시에 수육이랑 배추 김치를 적당히 먹음,"['수육', '배추 김치']"
32650,익일 식사로는 2시에 콩밥 김밥을 급하게 먹을것 같아,"['콩밥', '김밥']"
32651,그저께 7시에 보쌈 햄버거를 맛있게,"['보쌈', '햄버거']"
32652,"내일  아침으로 탕수육, 떡만두국을 많이 먹을게","['탕수육', '떡만두국']"
32653,일일 오전에 총각 김치와 떡만두국을 급하게 먹을것임,"['총각 김치', '떡만두국']"
32654,"그저께 8시에 김치찌개, 배추 된장국을 적당히 먹을것 같아","['김치찌개', '배추 된장국']"
32655,"일일 9시에 간짜장, 삼겹살을 조금","['간짜장', '삼겹살']"
32656,오늘 식사는 아침에 보쌈하고 떡만두국을 많이 먹을것임,"['보쌈', '떡만두국']"
32657,내일  1시에 토마토하고 배추를 먹음,"['토마토', '배추']"
32658,"오늘 식사는 9시에 피자, 김치를 적당히 먹었어","['피자', '김치']"
32659,금일 식사로는 6시에 피자랑 쌀밥을 조금 먹었네,"['피자', '쌀밥']"
32660,"금일 간식으로 햄버거, 수육을 조금 먹을게","['햄버거', '수육']"
32661,내일 식사는 1시에 배추 김치하고 만두국을 많이 먹었다,"['배추 김치', '만두국']"
32662,"익일 식사로는 저녁으로 스테이크, 탕수육을 빨리","['스테이크', '탕수육']"
32663,"어제 9시에 콩밥과 토마토 파스타, 비빔밥을 살짝","['콩밥', '토마토 파스타', '비빔밥']"
32664,금일 식사는 12시에 비빔밥하고 소고기 비빔밥을 먹을꺼야,"['비빔밥', '소고기 비빔밥']"
32665,익일 식사는 간식으로 족발과 간짜장면을 먹을것 같아,"['족발', '간짜장면']"
32666,일일 아침으로 탕수육이랑 나시고랭을 없음 먹었네,"['탕수육', '나시고랭']"
32667,그저께 오후에 토마토 파스타하고 팟타이를 급하게 먹었다,"['토마토 파스타', '팟타이']"
32668,내일  간식으로 나시고랭 나시고랭을 쪼금 먹음,"['나시고랭', '나시고랭']"
32669,내일 식사는 아침에 간짜장과 제육볶음을 맛있게 먹었어,"['간짜장', '제육볶음']"
32670,금일 오후에 김치찜 배추를 살짝 먹을것임,"['김치찜', '배추']"
32671,내일 식사는 아침으로 배추 된장국하고 로제 파스타를 먹을것 같아,"['배추 된장국', '로제 파스타']"
32672,내일 식사는 6시에 소고기 배추 김치를 살짝 먹었네,"['소고기', '배추 김치']"
32673,익일 식사로는 아침으로 알리오올리오와 떡을 먹었어,"['알리오올리오', '떡']"
32674,"오늘 1시에 간짜장, 김치를 없음 먹을게","['간짜장', '김치']"
32675,"내일  점심에 삼겹살, 라면을 먹을게","['삼겹살', '라면']"
32676,익일 식사는 김치 볶음밥을 조금만 먹었다,['김치 볶음밥']
32677,금일 식사는 아침에 소고기 비빔밥과 소고기를 빨리 먹었다,"['소고기 비빔밥', '소고기']"
32678,"오후에 토마토 파스타, 팟타이를 적정량 먹을것 같아","['토마토 파스타', '팟타이']"
32679,"그저께 저녁으로 떡, 배추 김치를 적정량 먹을게","['떡', '배추 김치']"
32680,익일 점심에 순두부찌개 된장 라면을 급하게 먹을것 같아,"['순두부찌개', '된장 라면']"
32681,오늘 식사는 10시에 배추 김치와 나시고랭을 급하게 먹을꺼야,"['배추 김치', '나시고랭']"
32682,내일 식사는 4시에 라면 소고기 비빔밥을 조금 먹을게,"['라면', '소고기 비빔밥']"
32683,오늘 식사로는 8시에 김치찌개랑 토마토 파스타를 살짝 먹었어,"['김치찌개', '토마토 파스타']"
32684,"익일 식사는 아침에 김밥, 피자를 빨리 먹을것임","['김밥', '피자']"
32685,어제 점심으로 삼겹살 짜장면을 적정량,"['삼겹살', '짜장면']"
32686,내일 식사는 8시에 밥하고 라면을 적당히 먹을꺼야,"['밥', '라면']"
32687,금일 식사는 5시에 간짜장면하고 나시고랭을 많이 먹을게,"['간짜장면', '나시고랭']"
32688,"오늘 8시에 볶음밥, 배추 된장국을 빨리 먹을것 같아","['볶음밥', '배추 된장국']"
32689,그저께 2시에 김치 볶음밥과 김치찌개를 적당히 먹었네,"['김치 볶음밥', '김치찌개']"
32690,내일 식사로는 짜장면과 김치 볶음밥을 적정량 먹을것 같아,"['짜장면', '김치 볶음밥']"
32691,내일 식사로는 아침에 비빔밥이랑 스테이크를 빨리 먹을것임,"['비빔밥', '스테이크']"
32692,익일 식사로는 12시에 김치 평양 냉면을 맛있게 먹을꺼야,"['김치', '평양 냉면']"
32693,"내일 식사는 12시에 스테이크하고 라면, 갈비를 많이 먹을것임","['스테이크', '라면', '갈비']"
32694,"오늘 식사는 저녁에 떡만두국 햄버거 떡하고 짜장면, 간짜장을 없음 먹었어","['떡만두국', '햄버거', '떡', '짜장면', '간짜장']"
32695,오늘 식사는 12시에 수육하고 떡을 급하게 먹었네,"['수육', '떡']"
32696,6시에 피자하고 떡만두국을 급하게 먹을꺼야,"['피자', '떡만두국']"
32697,금일 식사는 12시에 햄버거하고 떡만두국을 적정량 먹을것 같아,"['햄버거', '떡만두국']"
32698,금일 식사는 아침으로 소고기 비빔밥과 배추 된장국을 빨리 먹음,"['소고기 비빔밥', '배추 된장국']"
32699,"오늘 식사로는 1시에 배추 김치, 냉면을 적정량 먹음","['배추 김치', '냉면']"
32700,1시에 제육볶음이랑 평양 냉면을 조금만 먹음,"['제육볶음', '평양 냉면']"
32701,"오늘 식사는 점심으로 토마토 파스타, 만두국을 조금 먹었다","['토마토 파스타', '만두국']"
32702,그저께 저녁으로 갈비 된장찌개를 빨리,"['갈비', '된장찌개']"
32703,"금일 식사로는 저녁으로 간짜장면, 팟타이를 쪼금","['간짜장면', '팟타이']"
32704,그저께 10시에 배추 김치와 떡을 쪼금 먹었네,"['배추 김치', '떡']"
32705,"익일 12시에 갈비탕, 냉면하고 김치 볶음밥을 먹었어","['갈비탕', '냉면', '김치 볶음밥']"
32706,금일 식사는 1시에 갈비와 떡을 쪼금 먹었다,"['갈비', '떡']"
32707,금일 식사는 오후에 수육하고 나시고랭을 많이 먹을것 같아,"['수육', '나시고랭']"
32708,오늘 10시에 마라탕과 짜장면을 조금만 먹을것 같아,"['마라탕', '짜장면']"
32709,익일 식사로는 5시에 피자랑 순두부찌개를 없음 먹었네,"['피자', '순두부찌개']"
32710,금일 식사는 11시에 총각 김치랑 피자를 맛있게 먹었어,"['총각 김치', '피자']"
32711,일일 5시에 소고기 비빔밥을 적정량 먹을게,['소고기 비빔밥']
32712,내일 식사는 점심에 토마토랑 김치 볶음밥을 살짝 먹었다,"['토마토', '김치 볶음밥']"
32713,"그저께 오후에 족발 보쌈, 김치를 빨리 먹을꺼야","['족발 보쌈', '김치']"
32714,익일 식사로는 오전에 나시고랭이랑 떡을 먹을게,"['나시고랭', '떡']"
32715,금일 간식으로 갈비탕하고 비빔밥을 조금만 먹었어,"['갈비탕', '비빔밥']"
32716,"그저께 6시에 제육볶음, 로제 파스타를 급하게 먹을것임","['제육볶음', '로제 파스타']"
32717,금일 식사로는 2시에 나시고랭과 콩밥을 급하게 먹었네,"['나시고랭', '콩밥']"
32718,내일 모레 2시에 간짜장면을 많이 먹을것임,['간짜장면']
32719,그저께 12시에 평양 냉면하고 소고기 비빔밥을 적당히 먹을꺼야,"['평양 냉면', '소고기 비빔밥']"
32720,오늘 1시에 갈비탕을 적정량 먹었어,['갈비탕']
32721,아침에 배추 김치 냉면을 적정량 먹었네,"['배추 김치', '냉면']"
32722,일일 저녁에 소고기 비빔밥과 된장찌개를 급하게 먹을것임,"['소고기 비빔밥', '된장찌개']"
32723,내일 식사로는 오후에 삼겹살을 쪼금 먹을것임,['삼겹살']
32724,내일 식사로는 오전에 배추 김치하고 된장 라면하고 토마토를 맛있게 먹었다,"['배추 김치', '된장 라면', '토마토']"
32725,익일 5시에 콩밥과 김치를 적정량 먹을것 같아,"['콩밥', '김치']"
32726,오늘 식사는 3시에 비빔밥과 비빔밥을 조금만,"['비빔밥', '비빔밥']"
32727,"내일 모레 4시에 팟타이, 평양 냉면을 조금만 먹었어","['팟타이', '평양 냉면']"
32728,내일  2시에 김치 볶음밥과 밥을 조금만 먹을것 같아,"['김치 볶음밥', '밥']"
32729,내일  6시에 짜장면하고 갈비를 조금만 먹을것 같아,"['짜장면', '갈비']"
32730,익일 6시에 김치찌개랑 오복쟁반을 맛있게 먹을꺼야,"['김치찌개', '오복쟁반']"
32731,익일 식사로는 오전에 갈비랑 콩밥을 적정량 먹을꺼야,"['갈비', '콩밥']"
32732,익일 식사로는 3시에 토마토 파스타랑 족발을 많이 먹을꺼야,"['토마토 파스타', '족발']"
32733,"금일 12시에 떡만두국, 오복쟁반을 빨리 먹을게","['떡만두국', '오복쟁반']"
32734,12시에 팟타이하고 보쌈을 적정량 먹을게,"['팟타이', '보쌈']"
32735,김밥하고 배추 된장국을 맛있게 먹음,"['김밥', '배추 된장국']"
32736,"익일 식사로는 7시에 짜장면, 떡을 적정량 먹을것 같아","['짜장면', '떡']"
32737,금일 식사로는 저녁에 마라탕하고 볶음밥을 많이 먹었네,"['마라탕', '볶음밥']"
32738,"내일 식사는 오전에 밥, 배추 된장국과 피자하고 쌀밥, 김치찜을 급하게 먹을것 같아","['밥', '배추 된장국', '피자', '쌀밥', '김치찜']"
32739,"익일 식사로는 점심에 토마토 샐러드와 팟타이, 족발 배추 김치랑 나시고랭을 적정량 먹음","['토마토 샐러드', '팟타이', '족발', '배추 김치', '나시고랭']"
32740,오늘 식사로는 7시에 김밥과 냉면을 적당히 먹을게,"['김밥', '냉면']"
32741,익일 저녁에 소고기와 스테이크와 김치찜을 쪼금,"['소고기', '스테이크', '김치찜']"
32742,"익일 식사로는 제육볶음하고 김밥, 간짜장면하고 쌀밥, 간짜장면을 없음 먹었다","['제육볶음', '김밥', '간짜장면', '쌀밥', '간짜장면']"
