,sentence,foodlist
7730,내일 모레 저녁에 보쌈 밥을 살짝 먹었네,"['보쌈', '밥']"
7731,"금일 식사로는 1시에 배추 김치, 배추 김치를 적정량 먹었네","['배추 김치', '배추 김치']"
7732,"오늘 식사는 11시에 만두국, 볶음밥을 많이 먹었네","['만두국', '볶음밥']"
7733,내일 모레 아침으로 소고기를 적정량 먹을게,['소고기']
7734,오전에 수육하고 햄버거를 없음 먹을것 같아,"['수육', '햄버거']"
7735,오후에 비빔밥과 족발을 적정량 먹을게,"['비빔밥', '족발']"
7736,금일 식사는 12시에 간짜장면 돈까스를 급하게 먹을꺼야,"['간짜장면', '돈까스']"
7737,금일 식사는 3시에 탕수육과 한우를 많이 먹음,"['탕수육', '한우']"
7738,어제 오전에 피자 된장찌개를 조금만 먹을것 같아,"['피자', '된장찌개']"
7739,익일 식사는 5시에 쌀밥이랑 순두부찌개를 적정량 먹을것임,"['쌀밥', '순두부찌개']"
7740,내일 모레 7시에 볶음밥 피자를 급하게 먹었어,"['볶음밥', '피자']"
7741,오늘 식사는 4시에 김치찜하고 로제 파스타를 빨리,"['김치찜', '로제 파스타']"
7742,내일 모레 1시에 떡만두국이랑 배추 김치를 먹을게,"['떡만두국', '배추 김치']"
7743,오늘 식사로는 2시에 만두국이랑 한우를 먹었다,"['만두국', '한우']"
7744,일일 5시에 족발 보쌈이랑 소고기를 조금 먹을꺼야,"['족발 보쌈', '소고기']"
7745,오늘 식사로는 4시에 삼겹살 제육볶음을 빨리 먹었어,"['삼겹살', '제육볶음']"
7746,6시에 총각 김치 삼겹살을 조금만,"['총각 김치', '삼겹살']"
7747,오늘 식사는 1시에 된장 라면과 밥을 없음 먹을게,"['된장 라면', '밥']"
7748,금일 11시에 갈비와 수육을 조금 먹음,"['갈비', '수육']"
7749,일일 6시에 볶음밥하고 라면을 급하게 먹었다,"['볶음밥', '라면']"
7750,내일 식사는 8시에 떡이랑 소고기 비빔밥을 없음 먹을게,"['떡', '소고기 비빔밥']"
7751,"어제 9시에 된장찌개, 소고기 비빔밥을 살짝 먹음","['된장찌개', '소고기 비빔밥']"
7752,그저께 아침으로 순두부찌개랑 평양 냉면을 적당히 먹을게,"['순두부찌개', '평양 냉면']"
7753,오늘 식사는 오후에 라면 떡을 없음 먹었다,"['라면', '떡']"
7754,오늘 식사는 햄버거 김밥을 급하게 먹을것 같아,"['햄버거', '김밥']"
7755,금일 식사는 아침으로 마라탕하고 토마토 파스타를 쪼금 먹을것임,"['마라탕', '토마토 파스타']"
7756,오늘 식사로는 저녁에 팟타이 총각 김치를 먹을꺼야,"['팟타이', '총각 김치']"
7757,"익일 식사는 5시에 평양 냉면, 된장찌개를 먹을꺼야","['평양 냉면', '된장찌개']"
7758,일일 7시에 된장찌개 갈비탕을 맛있게 먹을게,"['된장찌개', '갈비탕']"
7759,내일  5시에 오복쟁반 토마토를 살짝 먹을게,"['오복쟁반', '토마토']"
7760,내일 식사는 7시에 비빔밥하고 배추를 살짝 먹을것 같아,"['비빔밥', '배추']"
7761,오늘 식사로는 9시에 족발 보쌈이랑 김치찜을 빨리 먹을것 같아,"['족발 보쌈', '김치찜']"
7762,오전에 수육과 평양 냉면을 빨리 먹을게,"['수육', '평양 냉면']"
7763,금일 식사로는 11시에 짜장면과 족발을 빨리 먹을것 같아,"['짜장면', '족발']"
7764,내일  오전에 배추 된장국이랑 김밥을 급하게 먹을것 같아,"['배추 된장국', '김밥']"
7765,오늘 식사는 간식으로 쌀밥하고 오복쟁반을 없음,"['쌀밥', '오복쟁반']"
7766,오늘 오후에 비빔밥하고 보쌈을 조금만 먹을게,"['비빔밥', '보쌈']"
7767,오늘 식사는 오후에 알리오올리오와 떡만두국을 적당히 먹음,"['알리오올리오', '떡만두국']"
7768,오늘 저녁에 배추 된장국과 탕수육을 없음 먹었네,"['배추 된장국', '탕수육']"
7769,오늘 아침에 갈비와 보쌈을 적당히 먹음,"['갈비', '보쌈']"
7770,익일 7시에 떡하고 간짜장면을 적정량 먹었다,"['떡', '간짜장면']"
7771,내일 식사로는 오후에 마라탕 비빔밥을 쪼금 먹을것임,"['마라탕', '비빔밥']"
7772,오전에 로제 파스타랑 밥을 조금 먹을것임,"['로제 파스타', '밥']"
7773,일일 6시에 오복쟁반 김치찜을 조금 먹음,"['오복쟁반', '김치찜']"
7774,저녁으로 소고기 비빔밥과 소고기 비빔밥을,"['소고기 비빔밥', '소고기 비빔밥']"
7775,익일 점심으로 순두부찌개 갈비를 급하게 먹을꺼야,"['순두부찌개', '갈비']"
7776,오늘 6시에 평양 냉면이랑 돈까스를 빨리 먹음,"['평양 냉면', '돈까스']"
7777,익일 식사로는 비빔밥이랑 탕수육을 쪼금 먹었다,"['비빔밥', '탕수육']"
7778,저녁으로 김치 볶음밥이랑 볶음밥을 빨리 먹음,"['김치 볶음밥', '볶음밥']"
7779,"금일 식사는 저녁으로 제육볶음, 총각 김치를 없음 먹었네","['제육볶음', '총각 김치']"
7780,"익일 식사는 점심에 냉면, 냉면을 빨리 먹을것임","['냉면', '냉면']"
7781,그저께 9시에 토마토 샐러드랑 김밥을 맛있게 먹음,"['토마토 샐러드', '김밥']"
7782,내일 식사는 아침으로 냉면과 보쌈을 적정량,"['냉면', '보쌈']"
7783,그저께 6시에 순두부찌개 알리오올리오를 많이 먹었어,"['순두부찌개', '알리오올리오']"
7784,내일 식사는 오전에 족발 보쌈이랑 비빔밥을 적당히,"['족발 보쌈', '비빔밥']"
7785,금일 12시에 보쌈하고 총각 김치를 빨리,"['보쌈', '총각 김치']"
7786,"그저께 3시에 족발 보쌈, 돈까스를 급하게 먹음","['족발 보쌈', '돈까스']"
7787,그저께 점심으로 탕수육하고 된장 라면을 조금만 먹음,"['탕수육', '된장 라면']"
7788,내일  오후에 라면이랑 순두부찌개를 먹었네,"['라면', '순두부찌개']"
7789,그저께 5시에 김밥 탕수육을 적정량 먹을꺼야,"['김밥', '탕수육']"
7790,내일 모레 10시에 토마토를 조금만 먹었네,['토마토']
7791,일일 1시에 떡 떡만두국을 조금 먹을꺼야,"['떡', '떡만두국']"
7792,"내일 식사로는 7시에 갈비탕, 소고기 비빔밥을 급하게 먹었네","['갈비탕', '소고기 비빔밥']"
7793,내일 모레 9시에 김치와 마라탕을 조금 먹을게,"['김치', '마라탕']"
7794,익일 3시에 쌀밥과 김치를 없음 먹을것 같아,"['쌀밥', '김치']"
7795,오늘 식사는 아침으로 로제 파스타하고 토마토 샐러드를 조금만 먹음,"['로제 파스타', '토마토 샐러드']"
7796,"오늘 9시에 김치 볶음밥, 김치 볶음밥을 맛있게","['김치 볶음밥', '김치 볶음밥']"
7797,"내일  아침으로 김치, 토마토를 조금","['김치', '토마토']"
7798,어제 아침으로 탕수육하고 돈까스를 적당히 먹었어,"['탕수육', '돈까스']"
7799,금일 식사로는 밥하고 보쌈 김치찌개 김치 볶음밥 콩밥을 적당히 먹었네,"['밥', '보쌈', '김치찌개', '김치 볶음밥', '콩밥']"
7800,익일 식사로는 점심으로 로제 파스타하고 볶음밥을 많이,"['로제 파스타', '볶음밥']"
7801,오늘 식사로는 3시에 밥을 급하게 먹음,['밥']
7802,익일 식사는 점심으로 족발 보쌈을 쪼금 먹었네,['족발 보쌈']
7803,금일 식사는 7시에 한우랑 떡만두국을 빨리,"['한우', '떡만두국']"
7804,금일 식사는 10시에 스테이크랑 비빔밥을 적당히,"['스테이크', '비빔밥']"
7805,익일 식사는 아침에 김치 볶음밥이랑 오복쟁반을 빨리 먹음,"['김치 볶음밥', '오복쟁반']"
7806,내일  간식으로 스테이크와 마라탕과 돈까스를 쪼금 먹었네,"['스테이크', '마라탕', '돈까스']"
7807,"내일 식사로는 저녁으로 김밥이랑 배추 김치, 간짜장을 쪼금 먹었다","['김밥', '배추 김치', '간짜장']"
7808,오늘 저녁으로 김치찌개와 평양 냉면을 살짝 먹을꺼야,"['김치찌개', '평양 냉면']"
7809,익일 오후에 배추와 스테이크를 조금 먹음,"['배추', '스테이크']"
7810,금일 식사는 4시에 소고기하고 토마토를 많이 먹었네,"['소고기', '토마토']"
7811,금일 마라탕과 만두국을 맛있게 먹을것 같아,"['마라탕', '만두국']"
7812,"그저께 아침에 평양 냉면, 김밥을 살짝 먹을것임","['평양 냉면', '김밥']"
7813,금일 아침에 토마토 샐러드 총각 김치를 급하게,"['토마토 샐러드', '총각 김치']"
7814,익일 식사는 1시에 보쌈 짜장면을 쪼금 먹을게,"['보쌈', '짜장면']"
7815,"익일 식사는 간식으로 삼겹살, 마라탕을 살짝 먹었다","['삼겹살', '마라탕']"
7816,금일 식사로는 2시에 한우를 조금,['한우']
7817,익일 2시에 된장찌개와 김치를 없음 먹을것 같아,"['된장찌개', '김치']"
7818,익일 10시에 족발 보쌈이랑 토마토 샐러드를 많이 먹을게,"['족발 보쌈', '토마토 샐러드']"
7819,오늘 식사로는 간식으로 쌀밥 짜장면을 급하게 먹을것임,"['쌀밥', '짜장면']"
7820,"내일 모레 11시에 족발 보쌈, 김치찜을 많이 먹었어","['족발 보쌈', '김치찜']"
7821,오늘 식사로는 3시에 밥하고 된장 라면을 살짝,"['밥', '된장 라면']"
7822,"금일 식사는 10시에 토마토 샐러드, 나시고랭을 급하게 먹었어","['토마토 샐러드', '나시고랭']"
7823,오늘 아침으로 토마토하고 라면을 조금만 먹을것 같아,"['토마토', '라면']"
7824,익일 저녁으로 햄버거와 로제 파스타를 적정량,"['햄버거', '로제 파스타']"
7825,오늘 식사는 9시에 마라탕 탕수육을 쪼금 먹었네,"['마라탕', '탕수육']"
7826,내일 식사로는 저녁에 탕수육이랑 된장 라면을 적당히 먹었어,"['탕수육', '된장 라면']"
7827,어제 9시에 마라탕과 밥을 먹을것임,"['마라탕', '밥']"
7828,금일 식사는 8시에 마라탕하고 라면을 먹을것 같아,"['마라탕', '라면']"
7829,금일 저녁에 김치찜이랑 토마토 샐러드를 쪼금 먹을꺼야,"['김치찜', '토마토 샐러드']"
7830,그저께 오전에 라면과 족발을 적정량 먹었어,"['라면', '족발']"
7831,내일 식사로는 아침으로 냉면이랑 소고기 비빔밥을 조금만 먹었어,"['냉면', '소고기 비빔밥']"
7832,일일 간식으로 김치찌개랑 마라탕을 조금만 먹을것 같아,"['김치찌개', '마라탕']"
7833,그저께 8시에 만두국이랑 마라탕을 조금만,"['만두국', '마라탕']"
7834,오늘 12시에 마라탕하고 콩밥을 빨리 먹을것임,"['마라탕', '콩밥']"
7835,금일 식사는 아침으로 소고기 족발을 먹을것 같아,"['소고기', '족발']"
7836,내일 식사는 6시에 토마토 샐러드랑 떡을 적당히 먹을것임,"['토마토 샐러드', '떡']"
7837,"내일  5시에 족발 보쌈, 족발을 급하게 먹었다","['족발 보쌈', '족발']"
7838,일일 3시에 토마토 파스타랑 간짜장을 없음 먹을것임,"['토마토 파스타', '간짜장']"
7839,"익일 식사는 4시에 배추 김치, 냉면을 조금만 먹을것임","['배추 김치', '냉면']"
7840,"금일 11시에 냉면, 토마토 샐러드를 쪼금 먹을꺼야","['냉면', '토마토 샐러드']"
7841,어제 저녁에 배추 된장국이랑 소고기 비빔밥을 조금만 먹을것임,"['배추 된장국', '소고기 비빔밥']"
7842,"익일 식사로는 5시에 볶음밥, 토마토 파스타를 적당히 먹었다","['볶음밥', '토마토 파스타']"
7843,내일 모레 5시에 토마토랑 돈까스를 많이 먹었다,"['토마토', '돈까스']"
7844,2시에 라면하고 떡만두국을 살짝 먹을것 같아,"['라면', '떡만두국']"
7845,어제 오전에 순두부찌개 라면을 빨리 먹었네,"['순두부찌개', '라면']"
7846,"오늘 식사는 9시에 토마토, 밥을 맛있게 먹을꺼야","['토마토', '밥']"
7847,내일 식사는 7시에 오복쟁반과 간짜장을 적당히 먹을게,"['오복쟁반', '간짜장']"
7848,"익일 1시에 된장찌개, 밥을 살짝","['된장찌개', '밥']"
7849,오늘 식사는 아침으로 토마토 파스타 평양 냉면을 맛있게 먹었어,"['토마토 파스타', '평양 냉면']"
7850,"오늘 12시에 토마토 샐러드, 보쌈을 조금만 먹음","['토마토 샐러드', '보쌈']"
7851,내일  6시에 총각 김치하고 배추 된장국 총각 김치를 없음 먹었다,"['총각 김치', '배추 된장국', '총각 김치']"
7852,내일 식사로는 오전에 팟타이하고 삼겹살을 먹을것임,"['팟타이', '삼겹살']"
7853,익일 9시에 토마토 샐러드하고 족발 보쌈을 맛있게 먹을꺼야,"['토마토 샐러드', '족발 보쌈']"
7854,"오늘 점심에 족발, 라면을 적정량 먹을것 같아","['족발', '라면']"
7855,금일 아침에 김치 볶음밥을 많이 먹었어,"['김치', '볶음밥']"
7856,오늘 식사는 6시에 보쌈과 김치 볶음밥을 먹을것 같아,"['보쌈', '김치 볶음밥']"
7857,내일  6시에 김치찜 김치찜을 조금만 먹을게,"['김치찜', '김치찜']"
7858,오늘 간식으로 갈비탕하고 한우를 쪼금 먹을게,"['갈비탕', '한우']"
7859,그저께 7시에 오복쟁반 스테이크를 없음 먹을것임,"['오복쟁반', '스테이크']"
7860,"내일 식사로는 7시에 배추, 된장찌개를 조금 먹을것 같아","['배추', '된장찌개']"
7861,금일 아침으로 김치하고 김치를 먹었어,"['김치', '김치']"
7862,4시에 떡 콩밥을 많이 먹음,"['떡', '콩밥']"
7863,"어제 10시에 배추 된장국, 갈비탕을 쪼금 먹을꺼야","['배추 된장국', '갈비탕']"
7864,금일 식사로는 1시에 김밥하고 만두국을 살짝 먹음,"['김밥', '만두국']"
7865,금일 식사로는 아침으로 토마토 샐러드를 적당히 먹었다,['토마토 샐러드']
7866,"오늘 식사로는 오후에 김치찌개, 토마토 파스타 토마토 파스타하고 콩밥, 김치찜을 맛있게 먹음","['김치찌개', '토마토 파스타', '토마토 파스타', '콩밥', '김치찜']"
7867,"익일 식사는 1시에 쌀밥, 팟타이를 조금만 먹음","['쌀밥', '팟타이']"
7868,내일 모레 점심에 로제 파스타랑 나시고랭을 쪼금 먹을것 같아,"['로제 파스타', '나시고랭']"
7869,오후에 배추 김치를 조금만 먹었어,"['배추', '김치']"
7870,내일  6시에 갈비탕을 적정량 먹을것 같아,['갈비탕']
7871,"점심에 만두국, 스테이크를 급하게 먹을것 같아","['만두국', '스테이크']"
7872,오늘 식사로는 7시에 쌀밥과 김치하고 짜장면을 빨리 먹을것임,"['쌀밥', '김치', '짜장면']"
7873,금일 식사로는 저녁에 나시고랭 만두국을 빨리 먹을것 같아,"['나시고랭', '만두국']"
7874,오늘 점심으로 김치를 많이 먹을게,['김치']
7875,금일 식사는 1시에 보쌈하고 토마토 파스타를 급하게 먹을게,"['보쌈', '토마토 파스타']"
7876,오늘 5시에 간짜장면과 마라탕을 조금만 먹을것임,"['간짜장면', '마라탕']"
7877,어제 2시에 로제 파스타와 보쌈 돈까스를 쪼금 먹음,"['로제 파스타', '보쌈', '돈까스']"
